	Domain	Phylum	Class	Order	Family	Genus	OTU
0ca28195d55c83ae98e2c04f54c9966f	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
247071a80b7e3c32d7478138ae42fab0	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
cfd2ce63faae5b9830be4a2fef590abf	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
981ae43cd25988681adb6758a2503367	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
c46792e81f012632165f632f9aa87f91	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
d814b02d951207f86c5c2c6e4de6b442	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
385a57af5352b9ba942db2a896a1560c	k__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Alicyclobacillaceae	g__Alicyclobacillus	NA
017fb43e5001931d185ba207c451b265	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	NA	NA	NA	NA
2e95edff4e512a953166c06fbb6b86dc	k__Bacteria	p__Gemmatimonadetes	c__Gemm-1	NA	NA	NA	NA
34d124e5143b64523978d6d4289b5fe5	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__A1-B1	NA	NA
955e9491bd7c1e69c7351faf62e98248	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__A1-B1	NA	NA
8f658f5ac6a82cb92227c5e85ca90f00	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__A1-B1	NA	NA
fc3a4416a9a929868f3b9cf2ae3b2810	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__A1-B1	NA	NA
956fbf344a4071fd1f4b035cbe8bb220	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__A1-B1	NA	NA
4ce969f9cc008864f7888ff9b61e4c01	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__N1423WL	NA	NA	NA
c69cb99d2dcc30deb518ce11b2a7cb7b	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
f6475a670ce254009840cb18b955a263	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
0eb1a55d2a7eb1e8809bebab0ddc3905	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
7b9a5923161790d0c21a6f4bdd256afe	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
6ffe6c951330d471a520a1d7c44abbdb	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
23ffed0859f4a39cf7ce59cff8992bf0	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
bef4054cb688e7643f92a78f2617fe3f	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
02ef831908016f3a8dfeae296e5674f9	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
13c40f84726a76b35ee34c4eed5803cb	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	f__Gemmatimonadaceae	g__Gemmatimonas	NA
f0083c50dbf1e03a537314b8eff4449e	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__Gemmatimonadales	NA	NA	NA
650ec2e730913b990d0219ebbe828bf5	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	NA	NA	NA	NA
5743f8d4cf910577092f967a5a20172c	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	NA	NA	NA	NA
042a19ac34353895efe2c9ee26c3cac6	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__KD8-87	NA	NA	NA
1275f49e156b900ee10159c34bfcf226	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	o__KD8-87	NA	NA	NA
02bc688ffe21011d0eee8d00e44d1813	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	NA	NA	NA	NA
c926b10249f811ec734d453a9cde8a9f	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	NA	NA	NA	NA
9c6ec4434de246df58e2aaf2488f8b48	k__Bacteria	p__Gemmatimonadetes	c__Gemmatimonadetes	NA	NA	NA	NA
806aeaf6f93e8f7fd99c40dd2553b12a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	NA	NA
fe1463f480fed6c4b6dc80d42a8e351e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
f482404f04ebf5e8f0de81d84724edd4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
d6805baee96becd87a116f2d6d0e32ce	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
1e31332fc0c31fd3ab00f69dd20cf09c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
d4f70b1fb46b3e8c80435163c993304d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
70e4dd7c370ae597900d864aee745d75	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
65e3b3d44492349b9b1face4e1a48389	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
8788d042876ab113f6afd785d436eca2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
e539cfe7a9bd0a7de696f876451d5d26	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
a8d7bdaee5ef6e60544b14c9998fe1dc	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	NA	NA
b683a92786cf38308a15713760328dcd	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Christensenellaceae	NA	NA
0356d1c26af2d4031c33cdeb90a0885d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
c4cd43e333cacf1749f323d37c9cdbf0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
673cdcc11571eff632f9639adc4aa4b2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
66bd801ccda7064ce782baf1b960826a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
6722dc3c4cc66cd084b8b5367d69144b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
5759aaf3c3ff489b73f8b33168e6fa5f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
0158114a3607bbec392e43eba4ed9995	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
3c4e5642e3a24a27a5adc1743a90a27f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	NA	NA	NA
5782644d9b74dda6cc990f099c1d0598	k__Bacteria	p__Firmicutes	c__Clostridia	o__Natranaerobiales	f__Anaerobrancaceae	g__Dethiobacter	NA
d532a4f31396fb3393c0b08867ff0873	k__Bacteria	p__Firmicutes	c__Clostridia	o__Thermoanaerobacterales	f__Thermoanaerobacteraceae	g__Thermoanaerobacter	NA
6b50e1149d396a0cb6b778f8295541dd	k__Bacteria	p__Acidobacteria	c__BPC102	NA	NA	NA	NA
d11f011d5bfbf510f0a16ade13d46132	k__Bacteria	p__Firmicutes	c__Clostridia	o__Natranaerobiales	f__Anaerobrancaceae	g__A55_D21	NA
471465997036f9f826d91572f04b14b6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Pelosinus	NA
9cf4e72d0eff6f4c4b3e659cb7d8a87b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Pelosinus	NA
f1c6d7891d17d8fbe4b660f3909337e5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Pelosinus	NA
a7b014d15bb197e7a112d0646baa88cc	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Anaerospora	s__hongkongensis
5d6fbe9fc5292c2214e3c17b2fd30de7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
3ba3e1bd96dd2569d249e9237e19b557	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
85d0e1c55d6478c6b34158924aed8c2f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
e0f005a45ca4e393515fa5aedf4d3e77	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
054aa6932fc94752f1efa91cfec6794c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
09593e3519f5e9f96470885f75d26b86	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
89352998eebaaa4550146870ddbde81a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
29ff65077fda5344cb1a5f28d9ef9b1c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
cb575c4b4a6f981bf3ffaeea899e017c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
3af7cf0266777dd925687e633ab2530a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
b84ea85c34afbe6085098941590800b8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
d957dc9544115efe2212869618febee0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
edcf1760d93987458243959ce28891f2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
bf6e356c031215ac8d0a045bfc292c3e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
4bec907c5c52d95f0cdd7b27574551e6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
bc7ef4546f729a4a7b606b47d4df78de	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
e0244a5482595ed52e9f29d178d8c754	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
6f29d03cfea95de6be9d8e61d52be821	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
c11507a3d18a4c9d6af0181dd7b826de	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
c32dc51b391201fa7fadf6955cb9c70b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
43e440caebc2bd032ca4aaaa3b10fe92	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
56ce99bd14761402a8737e752db357f6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
dfca9985d391863cc08dc182e2c7cbe1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
09353784d452b3b4caf42d8490c73def	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
a8e21cbb42f66b95017d4a0d33e659b2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
011eb6470bd86fb888c7e99e75e19c1a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
51dcbb167037067634ae74c8c49e667d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
05131eda47202ff9fac2775b1cd653e8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
100ab96a0c3be6e5400947b2d683613a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
0d87f1a752206a5c57d13cbfb053a407	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
bc2bf0d1acfe2a3989e79ab0cd8a571e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
b189739e3b3d70ee076a66b526b2ff92	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
1a6565e9ff8453e26499ea1833de069c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
4c09466b4353ecc4ba71a51d820d7461	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
1456fa1fe038238254e60fd25006f761	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
32780cfd0437bcec6dd27ff9af889934	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
42e69e7f4d99ca9ce0c212f0d96233e8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
e593379a311bab552d927d3147d3d2e4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
a19de11cf09567ac5ecd379f1d791358	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
669b02283472151efad208e73c4c1b5e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
6a666a6889ecc58f4261d78b8b41229c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Dialister	NA
e1aac83e63828ffcc3e06d9d757328e9	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
198bb8a2c199b04f510de4fe0dda4d61	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
4783e4af2048d3e7ae65932d1c096499	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
a590763729a24e5e3dd511d119c1209f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
a383ba5fd748f9dbd565263193d310dc	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
c9a58bec2bb5c351c8fd59ed1db16127	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
bac5636e66b4b26abf916383b7b173ae	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
1d48a97d6195377349561bb0a9bd4ffd	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
d1111800d6deb8656aa2bf750c1ca16a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
4eae4095483f0db9ce50338601f89547	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
51b5d0147a5934fc88ce351adbfa3ead	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
c065922af46e53b19952961089217e43	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
92c651d649185b912eb14672596aeafb	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
1fe73dd6bbcf0c8f7ac8e2c1afdad2e6	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
d4aa7c2e75809cfa6d5aaa6c4b8a7528	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
425bce5cd053e88ab6a4db6b7758e1d3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
52a03352271521d3396e387c72930559	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
5f21bf27b6de2bb94704fd7870070a2c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
9aef8b6315681b5fb0163b83ee3d5759	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
ff5f357ba2c5a2b640bb1defbe0870d5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
2789a6fa71fefd3974f3d35d9f9db85f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
7c345d7c73970edb1a0fe2c81b1b372e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
8cfd0bc9c621230d9f5a57905e10ea23	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
4721348810b57ef459927a306f688958	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
443e50776246cff747e97b8c45027fac	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
0915991e0f03036f1b93dd8d222f66d5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
9fcccf535619e6c81f9f5efc5fdc4f91	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
153fa2ff22caf14e8957311118273cf9	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
3ac76590d5da6d07d315a935faa1e03b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
bcbb40973c7f7fe79b1077a50c1d27c4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
e443cfd8a2cbece8709cf582dcafdc55	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
2234ddc3046f2bbe4891616cb237b5e3	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
e1229c4920a58784c780cc48e32d2dab	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
025f20d38664cf992cef82384f35a98f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
6c61ac1a85bdf0aaa1dae7c533ca3e34	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
fe1e090617d93890e8de31d5fb899a75	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
119f6a0ac516e19d8029a619d644672e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
1be208cc396d282290987b60aa0abb8d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
a1f137bb87b93ce97473a5dfc18f6377	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
06d6cc7cbe1482d6011542f93d979f4c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
4a255f2f102cba09cd29db3771d0609d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
cc657cf5d99653e66188bb6eafc06b1d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
ce4987d8a35ab26df8fda0e2e0224e02	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
e99e7d2165906c9eb7418b5b86007ac9	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
8960163433ee7baa217f99bc607ed1d8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
d85c8088b7382dbb3246fffaf6f2cfd1	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
ea7792a9a8c8e22dcbb89c617c37dab4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
d4b9f450659ba7a288e543eb1520736e	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
4740bf299629b60f955f2a1d7234ed95	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
cb969cba79bbcc029f24fa9933100125	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
31acdf9f5f68bfe67582013d4983b707	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
de63188d72f7226ca8788035ecc0c997	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
8378c81202eb24a2345b64a97cc84fe5	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
e82f2fdc41f1610621a8c5872f895c1b	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__parvula
b42c393e4d47064b1c2c9a1551c43803	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
0a990a7212d50cce09609e80eb0f002f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
dc1b53f09d8bab25827d96e064fe8bd4	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
f1eab003c34cd21fced75cd630ac4421	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	NA
29b0fbff506f9d28e8f93911a28e60cb	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
fae570dfd56fe1caab0814e789dd19bd	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
c501ad4c63ecd4e1335eb7ce69ea948f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
fb451bce5acb4edf304aa715cb09bc73	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
82e45d4dc05227328ac55db26eb321f8	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
9bdd52692fc975aae7e533b2c162501a	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
aa6cbfcab9cb584e331e6221b518b6ae	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
6fafa8dd36c05e5666f1bba29ff2d81d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
7a97a12cf462a40e2cc26e662e367d7d	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
578b29c53dd03e14bdeffdaa6a9dd53f	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
cd668e2ed12bb4f19f94a03441caec16	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
5c76bdf5d4af155634aae61fcd866804	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
c9e2d256fb0354b795b997a3ab0b66c2	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
5b0730680909736c1d493c429d1f847c	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
d23227a8532480c84c39ce8d77eabcc7	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
f457cf8b4f2097f5e28e933f20ecd1b0	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
333c81b2fd45fada726c2754f7947523	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
5be9166c67205b79942c8fb0a1d8ce70	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
fd7643d16e100db1c7edf373025dc1fc	k__Bacteria	p__Firmicutes	c__Clostridia	o__Clostridiales	f__Veillonellaceae	g__Veillonella	s__dispar
